token_count,approximate_input_length,needle_depth,question,answer,output,llm_judge_output
100,5000,70,台灣最高的建築物是什麼？高度是多少？,台北101是台灣最高的建築物，高度達到508公尺。,ERROR_REQUEST: 500 Internal Server Error - llama runner process no longer running: -1 ,"ERROR_REQUEST: 500 Internal Server Error - model runner has unexpectedly stopped, this may be due to resource limitations or an internal error, check ollama server logs for details"
100,5000,80,台灣最高的建築物是什麼？高度是多少？,台北101是台灣最高的建築物，高度達到508公尺。,ERROR_REQUEST: 500 Internal Server Error - llama runner process no longer running: -1 ,ERROR_REQUEST: 500 Internal Server Error - llama runner process no longer running: -1 
100,5000,90,台灣最高的建築物是什麼？高度是多少？,台北101是台灣最高的建築物，高度達到508公尺。,ERROR_REQUEST: 500 Internal Server Error - llama runner process no longer running: -1 ,ERROR_REQUEST: 500 Internal Server Error - llama runner process no longer running: -1 
100,5000,100,台灣最高的建築物是什麼？高度是多少？,台北101是台灣最高的建築物，高度達到508公尺。,"ERROR_REQUEST: 500 Internal Server Error - model runner has unexpectedly stopped, this may be due to resource limitations or an internal error, check ollama server logs for details",ERROR_REQUEST: 500 Internal Server Error - llama runner process no longer running: -1 
100,10000,0,台灣最高的建築物是什麼？高度是多少？,台北101是台灣最高的建築物，高度達到508公尺。,ERROR_REQUEST: 500 Internal Server Error - llama runner process no longer running: -1 ,"ERROR_REQUEST: 500 Internal Server Error - model runner has unexpectedly stopped, this may be due to resource limitations or an internal error, check ollama server logs for details"
100,10000,10,台灣最高的建築物是什麼？高度是多少？,台北101是台灣最高的建築物，高度達到508公尺。,ERROR_REQUEST: 500 Internal Server Error - llama runner process no longer running: -1 ,ERROR_REQUEST: 500 Internal Server Error - llama runner process no longer running: -1 
100,10000,20,台灣最高的建築物是什麼？高度是多少？,台北101是台灣最高的建築物，高度達到508公尺。,ERROR_REQUEST: 500 Internal Server Error - llama runner process no longer running: -1 ,"ERROR_REQUEST: 500 Internal Server Error - model runner has unexpectedly stopped, this may be due to resource limitations or an internal error, check ollama server logs for details"
100,10000,30,台灣最高的建築物是什麼？高度是多少？,台北101是台灣最高的建築物，高度達到508公尺。,"ERROR_REQUEST: 500 Internal Server Error - model runner has unexpectedly stopped, this may be due to resource limitations or an internal error, check ollama server logs for details",ERROR_REQUEST: 500 Internal Server Error - llama runner process no longer running: -1 
100,10000,40,台灣最高的建築物是什麼？高度是多少？,台北101是台灣最高的建築物，高度達到508公尺。,ERROR_REQUEST: 500 Internal Server Error - llama runner process no longer running: -1 ,ERROR_REQUEST: 500 Internal Server Error - llama runner process no longer running: -1 
100,10000,50,台灣最高的建築物是什麼？高度是多少？,台北101是台灣最高的建築物，高度達到508公尺。,"ERROR_REQUEST: 500 Internal Server Error - model runner has unexpectedly stopped, this may be due to resource limitations or an internal error, check ollama server logs for details",ERROR_REQUEST: 500 Internal Server Error - llama runner process no longer running: -1 
100,10000,60,台灣最高的建築物是什麼？高度是多少？,台北101是台灣最高的建築物，高度達到508公尺。,ERROR_REQUEST: 500 Internal Server Error - llama runner process no longer running: -1 ,ERROR_REQUEST: 500 Internal Server Error - llama runner process has terminated: signal: killed
100,10000,70,台灣最高的建築物是什麼？高度是多少？,台北101是台灣最高的建築物，高度達到508公尺。,ERROR_REQUEST: 500 Internal Server Error - llama runner process no longer running: -1 ,ERROR_REQUEST: 500 Internal Server Error - llama runner process no longer running: -1 
100,10000,80,台灣最高的建築物是什麼？高度是多少？,台北101是台灣最高的建築物，高度達到508公尺。,ERROR_REQUEST: 500 Internal Server Error - llama runner process no longer running: -1 ,"ERROR_REQUEST: 500 Internal Server Error - model runner has unexpectedly stopped, this may be due to resource limitations or an internal error, check ollama server logs for details"
100,10000,90,台灣最高的建築物是什麼？高度是多少？,台北101是台灣最高的建築物，高度達到508公尺。,ERROR_REQUEST: 500 Internal Server Error - llama runner process has terminated: signal: killed,ERROR_REQUEST: 500 Internal Server Error - llama runner process no longer running: -1 
100,10000,100,台灣最高的建築物是什麼？高度是多少？,台北101是台灣最高的建築物，高度達到508公尺。,"ERROR_REQUEST: 500 Internal Server Error - model runner has unexpectedly stopped, this may be due to resource limitations or an internal error, check ollama server logs for details","ERROR_REQUEST: 500 Internal Server Error - model runner has unexpectedly stopped, this may be due to resource limitations or an internal error, check ollama server logs for details"
